uid,date,start_time,end_time,duration
u10,2023-01-18,2023-01-18 19:18:54,2023-01-19 00:27:37,5.1453907233521115
u10,2023-01-19,2023-01-19 23:03:22,2023-01-20 07:42:11,8.64697414470542
u10,2023-01-20,2023-01-20 23:50:34,2023-01-21 06:16:26,6.430954033880243
u10,2023-01-21,2023-01-22 00:48:38,2023-01-22 06:20:08,5.524993185988775
u10,2023-01-22,2023-01-23 00:24:29,2023-01-23 11:33:09,11.14432207090311
u10,2023-01-23,2023-01-24 00:43:54,2023-01-24 07:05:37,6.3620021155485516
u10,2023-01-24,2023-01-25 00:52:10,2023-01-25 07:06:15,6.234476395376946
u10,2023-01-25,2023-01-25 23:51:58,2023-01-26 06:30:55,6.649188260614661
u10,2023-01-26,2023-01-27 00:07:21,2023-01-27 06:19:06,6.19591882313326
u10,2023-01-27,2023-01-27 23:43:38,2023-01-28 06:42:24,6.979573994920279
u10,2023-01-28,2023-01-29 00:11:03,2023-01-29 09:15:39,9.076563032316301
u10,2023-01-29,2023-01-30 00:16:15,2023-01-30 05:59:28,5.72039921444106
u10,2023-01-30,2023-01-31 01:14:58,2023-01-31 07:46:08,6.519332780323996
u11,2023-01-01,2023-01-02 01:12:30,2023-01-02 06:47:38,5.585753030023744
u11,2023-01-02,2023-01-02 22:59:11,2023-01-03 05:56:59,6.963257515374515
u11,2023-01-03,2023-01-03 23:45:22,2023-01-04 06:58:15,7.2146563432516135
u11,2023-01-04,2023-01-04 22:40:08,2023-01-05 03:41:13,5.0180741064130565
u11,2023-01-05,2023-01-05 20:59:52,2023-01-06 02:11:23,5.191873938799522
u11,2023-01-06,2023-01-07 02:14:24,2023-01-07 08:47:07,6.5450896516077
u11,2023-01-07,2023-01-07 23:31:31,2023-01-08 07:02:47,7.521014367451376
u11,2023-01-08,2023-01-08 22:46:21,2023-01-09 05:21:26,6.584751139497786
u11,2023-01-09,2023-01-09 23:04:00,2023-01-10 07:11:22,8.122948030042593
u11,2023-01-10,2023-01-10 21:24:04,2023-01-11 06:43:48,9.328966157323428
u11,2023-01-11,2023-01-12 01:48:27,2023-01-12 08:50:52,7.040048980104474
u11,2023-01-12,2023-01-12 23:32:51,2023-01-13 06:54:39,7.363262979698542
u11,2023-01-13,2023-01-13 22:50:24,2023-01-14 09:32:29,10.701453686107715
u11,2023-01-14,2023-01-15 01:44:52,2023-01-15 08:13:17,6.473542913474047
u11,2023-01-15,2023-01-15 23:02:04,2023-01-16 07:38:04,8.600100062479108
u11,2023-01-16,2023-01-17 00:56:13,2023-01-17 09:35:51,8.660818555064624
u11,2023-01-17,2023-01-18 00:28:32,2023-01-18 08:12:03,7.725370598360417
u11,2023-01-18,2023-01-18 22:20:22,2023-01-19 05:43:46,7.389924862962357
u11,2023-01-19,2023-01-19 22:44:32,2023-01-20 06:36:35,7.8673065214914955
u11,2023-01-20,2023-01-20 21:15:31,2023-01-21 03:36:11,6.34457329152722
u11,2023-01-21,2023-01-21 23:47:47,2023-01-22 05:50:42,6.048678369365607
u11,2023-01-22,2023-01-22 20:59:13,2023-01-23 03:26:28,6.4540331606162615
u11,2023-01-23,2023-01-23 23:13:26,2023-01-24 03:25:34,4.2022104814679775
u11,2023-01-24,2023-01-24 23:07:15,2023-01-25 06:34:56,7.4615885471910355
u11,2023-01-25,2023-01-25 22:40:23,2023-01-26 05:13:46,6.556180003327899
u11,2023-01-26,2023-01-26 23:43:16,2023-01-27 06:15:43,6.540870747123143
u11,2023-01-27,2023-01-28 01:17:32,2023-01-28 06:57:45,5.670054781721505
u11,2023-01-28,2023-01-28 22:32:35,2023-01-29 07:52:02,9.324151711620186
u11,2023-01-29,2023-01-29 22:12:36,2023-01-30 07:09:50,8.95382761347225
u11,2023-01-30,2023-01-30 21:29:18,2023-01-31 04:26:00,6.945068756388464
u12,2023-01-01,2023-01-02 02:14:41,2023-01-02 10:18:28,8.06300538415785
u12,2023-01-02,2023-01-03 01:24:12,2023-01-03 06:40:44,5.275555344255632
u12,2023-01-03,2023-01-03 20:32:35,2023-01-04 04:10:23,7.63006355091766
u12,2023-01-04,2023-01-04 20:38:35,2023-01-05 05:16:00,8.623704347095593
u12,2023-01-05,2023-01-05 23:38:02,2023-01-06 06:42:22,7.071979297259692
u12,2023-01-06,2023-01-06 23:46:42,2023-01-07 07:02:40,7.265899147694213
u12,2023-01-07,2023-01-07 23:42:43,2023-01-08 06:14:26,6.528715011324157
u12,2023-01-08,2023-01-08 20:46:34,2023-01-09 01:52:53,5.105473373760175
u12,2023-01-09,2023-01-09 22:09:55,2023-01-10 06:59:47,8.831159767364776
u12,2023-01-10,2023-01-10 22:00:43,2023-01-11 05:03:18,7.043035319593139
u12,2023-01-11,2023-01-11 22:44:00,2023-01-12 05:04:07,6.335036718278017
u12,2023-01-12,2023-01-12 23:59:54,2023-01-13 06:19:38,6.32887032235228
u12,2023-01-13,2023-01-14 02:04:05,2023-01-14 08:31:09,6.450862364064452
u12,2023-01-14,2023-01-15 00:55:08,2023-01-15 06:17:24,5.371100990835491
u12,2023-01-15,2023-01-16 00:49:41,2023-01-16 08:22:53,7.553461770124149
u12,2023-01-16,2023-01-16 21:57:13,2023-01-17 02:33:15,4.600661020931789
u12,2023-01-17,2023-01-17 22:36:09,2023-01-18 05:18:10,6.700103181527312
u12,2023-01-18,2023-01-18 23:38:58,2023-01-19 07:56:12,8.287320099625521
u12,2023-01-19,2023-01-20 00:44:20,2023-01-20 06:59:34,6.2539838623284805
u12,2023-01-20,2023-01-20 23:40:58,2023-01-21 09:51:39,10.177913680880572
u12,2023-01-21,2023-01-21 23:57:51,2023-01-22 05:43:37,5.762778979858756
u12,2023-01-22,2023-01-22 22:47:03,2023-01-23 07:29:24,8.705838744788258
u12,2023-01-23,2023-01-24 00:09:13,2023-01-24 06:12:23,6.0528681693434505
u12,2023-01-24,2023-01-24 22:31:26,2023-01-25 05:03:56,6.5414846145763335
u12,2023-01-25,2023-01-26 00:38:28,2023-01-26 09:25:42,8.787334652899789
u12,2023-01-26,2023-01-27 00:15:21,2023-01-27 06:56:14,6.681302017136219
u12,2023-01-27,2023-01-27 23:44:42,2023-01-28 06:04:00,6.321871257611265
u12,2023-01-28,2023-01-28 23:05:44,2023-01-29 05:05:35,5.997666549327991
u12,2023-01-29,2023-01-29 23:10:43,2023-01-30 07:41:52,8.519268401457733
u12,2023-01-30,2023-01-30 23:01:49,2023-01-31 05:48:30,6.77801150945636
u13,2023-01-01,2023-01-01 22:33:44,2023-01-02 07:33:00,8.98765836949733
u13,2023-01-02,2023-01-03 00:20:38,2023-01-03 06:19:56,5.988385636328065
u13,2023-01-03,2023-01-04 02:35:14,2023-01-04 11:53:13,9.299521344257085
u13,2023-01-04,2023-01-05 00:40:11,2023-01-05 03:59:23,3.3198380990927823
u13,2023-01-05,2023-01-06 01:35:59,2023-01-06 06:54:38,5.310991916416597
u13,2023-01-06,2023-01-07 01:05:33,2023-01-07 09:43:51,8.638253000564605
u13,2023-01-07,2023-01-07 22:59:05,2023-01-08 05:33:51,6.579469372366577
u13,2023-01-08,2023-01-09 00:50:29,2023-01-09 05:35:32,4.750921568219136
u13,2023-01-09,2023-01-09 22:19:45,2023-01-10 07:08:45,8.816604582292172
u13,2023-01-10,2023-01-10 21:56:14,2023-01-11 01:50:07,3.8980854381009626
u13,2023-01-11,2023-01-12 02:36:31,2023-01-12 10:32:06,7.9265345455337
u13,2023-01-12,2023-01-12 23:57:34,2023-01-13 07:10:02,7.207852901945074
u13,2023-01-13,2023-01-13 22:19:51,2023-01-14 05:04:13,6.7394338321303575
u13,2023-01-14,2023-01-15 01:36:19,2023-01-15 09:30:19,7.899819748482176
u13,2023-01-15,2023-01-15 21:53:16,2023-01-16 05:59:42,8.107239279571065
u13,2023-01-16,2023-01-17 00:32:00,2023-01-17 07:57:07,7.41844640496991
u13,2023-01-17,2023-01-18 00:35:03,2023-01-18 07:34:15,6.9866444471620825
u13,2023-01-18,2023-01-19 03:53:34,2023-01-19 12:16:23,8.380211321393965
u13,2023-01-19,2023-01-19 22:27:57,2023-01-20 03:30:29,5.042014783962424
u13,2023-01-20,2023-01-21 00:09:38,2023-01-21 06:13:22,6.062292624935112
u13,2023-01-21,2023-01-21 23:20:22,2023-01-22 03:27:59,4.1270938657355964
u13,2023-01-22,2023-01-23 00:38:26,2023-01-23 06:20:59,5.708926088989959
u13,2023-01-23,2023-01-24 01:11:49,2023-01-24 07:09:56,5.968557348145335
u13,2023-01-24,2023-01-25 00:28:17,2023-01-25 06:47:47,6.324980954788476
u13,2023-01-25,2023-01-26 00:55:00,2023-01-26 09:02:09,8.119001460748263
u13,2023-01-26,2023-01-26 23:49:03,2023-01-27 08:29:12,8.669156937437023
u13,2023-01-27,2023-01-27 22:57:34,2023-01-28 06:53:08,7.9261387760908395
u13,2023-01-28,2023-01-29 01:32:40,2023-01-29 09:07:37,7.582484768792223
u13,2023-01-29,2023-01-29 23:16:57,2023-01-30 04:35:14,5.304808627093182
u13,2023-01-30,2023-01-30 22:31:00,2023-01-31 07:05:24,8.573238160451503
u14,2023-01-01,2023-01-01 20:27:50,2023-01-02 01:36:48,5.149218533046578
u14,2023-01-02,2023-01-03 02:07:40,2023-01-03 09:25:01,7.289176512619679
u14,2023-01-03,2023-01-03 22:43:06,2023-01-04 07:08:25,8.422021838076038
u14,2023-01-04,2023-01-04 21:34:34,2023-01-05 05:10:53,7.6051886940765865
u14,2023-01-05,2023-01-05 20:33:32,2023-01-06 04:40:08,8.109830403348496
u14,2023-01-06,2023-01-06 20:57:45,2023-01-07 03:36:32,6.64658811935118
u14,2023-01-07,2023-01-07 23:20:45,2023-01-08 06:45:01,7.404370566825322
u14,2023-01-08,2023-01-09 01:42:44,2023-01-09 10:47:37,9.081529263075232
u14,2023-01-09,2023-01-09 23:08:29,2023-01-10 04:28:27,5.332921193565642
u14,2023-01-10,2023-01-11 00:36:56,2023-01-11 08:09:34,7.543877013689908
u14,2023-01-11,2023-01-11 22:53:10,2023-01-12 08:17:54,9.412170864328504
u14,2023-01-12,2023-01-12 22:31:14,2023-01-13 04:44:33,6.2218336816591675
u14,2023-01-13,2023-01-13 22:10:29,2023-01-14 06:34:37,8.402253608768351
u14,2023-01-14,2023-01-14 21:09:43,2023-01-15 04:58:53,7.819477374725278
u14,2023-01-15,2023-01-15 23:48:55,2023-01-16 06:47:56,6.983579497237228
u14,2023-01-16,2023-01-16 22:34:56,2023-01-17 04:07:15,5.538726614748498
u14,2023-01-17,2023-01-17 22:43:28,2023-01-18 04:58:27,6.249867177120973
u14,2023-01-18,2023-01-19 00:34:44,2023-01-19 07:30:59,6.937609079528188
u14,2023-01-19,2023-01-19 22:34:38,2023-01-20 03:24:34,4.832162028244959
u14,2023-01-20,2023-01-21 02:27:45,2023-01-21 10:15:17,7.79230947524081
u14,2023-01-21,2023-01-22 00:36:52,2023-01-22 06:30:52,5.899943398207277
u14,2023-01-22,2023-01-23 01:09:04,2023-01-23 09:02:05,7.883625750494194
u14,2023-01-23,2023-01-23 22:04:37,2023-01-24 04:10:50,6.1035344771205144
u14,2023-01-24,2023-01-24 23:54:59,2023-01-25 05:58:34,6.059777154705852
u14,2023-01-25,2023-01-26 01:44:37,2023-01-26 05:46:41,4.034307588904569
u14,2023-01-26,2023-01-26 21:12:56,2023-01-27 03:21:23,6.140781247994632
u14,2023-01-27,2023-01-27 23:01:52,2023-01-28 07:10:19,8.140951413348645
u14,2023-01-28,2023-01-29 00:02:56,2023-01-29 09:01:04,8.968807307738878
u14,2023-01-29,2023-01-29 23:00:25,2023-01-30 05:58:07,6.9615505864733445
u14,2023-01-30,2023-01-30 20:50:10,2023-01-31 03:11:45,6.359805834363981
u15,2023-01-01,2023-01-01 23:50:21,2023-01-02 07:43:37,7.887716182614223
u15,2023-01-02,2023-01-03 00:26:36,2023-01-03 08:22:20,7.92891301622695
u15,2023-01-03,2023-01-04 00:56:41,2023-01-04 09:38:40,8.699587947514004
u15,2023-01-04,2023-01-05 00:20:04,2023-01-05 08:41:30,8.357197977488298
u15,2023-01-05,2023-01-05 22:25:24,2023-01-06 05:45:33,7.336012287379562
u15,2023-01-06,2023-01-06 22:31:15,2023-01-07 03:58:42,5.457333674272726
u15,2023-01-07,2023-01-07 21:38:19,2023-01-08 05:23:20,7.750101192617063
u15,2023-01-08,2023-01-09 01:07:33,2023-01-09 09:45:03,8.625083055454645
u15,2023-01-09,2023-01-10 00:04:11,2023-01-10 07:05:16,7.018115064819923
u15,2023-01-10,2023-01-11 00:28:56,2023-01-11 06:15:35,5.777453218165224
u15,2023-01-11,2023-01-12 00:12:44,2023-01-12 08:21:44,8.150154299877045
u15,2023-01-12,2023-01-12 20:42:21,2023-01-13 04:37:57,7.926775450185993
u15,2023-01-13,2023-01-13 20:02:52,2023-01-14 04:55:26,8.876315139945788
u15,2023-01-14,2023-01-14 23:29:35,2023-01-15 06:42:25,7.21383255127731
u15,2023-01-15,2023-01-15 23:14:49,2023-01-16 06:28:07,7.221450695619003
u15,2023-01-16,2023-01-17 00:32:14,2023-01-17 07:23:38,6.856799825009557
u15,2023-01-17,2023-01-18 03:15:33,2023-01-18 10:27:18,7.195850400306459
u15,2023-01-18,2023-01-19 01:00:35,2023-01-19 07:43:16,6.711319387718262
u15,2023-01-19,2023-01-20 01:19:17,2023-01-20 06:56:10,5.614634102111353
u15,2023-01-20,2023-01-21 00:50:37,2023-01-21 09:16:04,8.424229378900295
u15,2023-01-21,2023-01-21 23:52:26,2023-01-22 07:54:42,8.037683184683653
u15,2023-01-22,2023-01-22 23:43:51,2023-01-23 07:38:22,7.908624867406016
u15,2023-01-23,2023-01-24 00:06:33,2023-01-24 06:39:19,6.546205061610821
u15,2023-01-24,2023-01-24 21:16:55,2023-01-25 06:08:28,8.859095877154068
u15,2023-01-25,2023-01-25 22:45:21,2023-01-26 06:20:55,7.59270906903375
u15,2023-01-26,2023-01-27 00:22:19,2023-01-27 12:38:24,12.268032272284694
u15,2023-01-27,2023-01-28 00:35:09,2023-01-28 08:44:56,8.16316927427189
u15,2023-01-28,2023-01-28 23:46:34,2023-01-29 10:33:27,10.781273079516723
u15,2023-01-29,2023-01-29 23:12:34,2023-01-30 07:18:25,8.09750668999352
u15,2023-01-30,2023-01-30 22:06:38,2023-01-31 06:17:11,8.175846757883152
u16,2023-01-01,2023-01-01 20:56:37,2023-01-02 04:00:02,7.056942743400051
u16,2023-01-02,2023-01-03 00:28:42,2023-01-03 08:54:28,8.42926315788219
u16,2023-01-03,2023-01-03 20:35:36,2023-01-04 04:04:49,7.48685946844056
u16,2023-01-04,2023-01-04 22:45:11,2023-01-05 06:03:45,7.309250248513232
u16,2023-01-05,2023-01-05 21:33:46,2023-01-06 01:42:43,4.149374486385472
u16,2023-01-06,2023-01-06 23:28:24,2023-01-07 05:55:22,6.449547822381838
u16,2023-01-07,2023-01-07 23:49:54,2023-01-08 08:19:14,8.489104601707263
u16,2023-01-08,2023-01-08 20:50:00,2023-01-09 01:16:10,4.436206662666416
u16,2023-01-09,2023-01-09 23:15:53,2023-01-10 05:33:50,6.299116908374274
u16,2023-01-10,2023-01-10 23:00:16,2023-01-11 05:20:56,6.344511387860498
u16,2023-01-11,2023-01-11 23:14:07,2023-01-12 05:59:42,6.759672429697804
u16,2023-01-12,2023-01-12 21:09:53,2023-01-13 03:56:11,6.771527197481992
u16,2023-01-13,2023-01-13 23:01:37,2023-01-14 05:55:22,6.895829123356873
u16,2023-01-14,2023-01-15 01:39:42,2023-01-15 07:07:07,5.457002190318071
u16,2023-01-15,2023-01-15 21:16:40,2023-01-16 05:18:58,8.038330167513378
u16,2023-01-16,2023-01-17 01:49:38,2023-01-17 12:32:32,10.714915363274773
u16,2023-01-17,2023-01-17 23:07:22,2023-01-18 05:33:27,6.434915323745381
u16,2023-01-18,2023-01-18 22:42:52,2023-01-19 08:18:32,9.594465729411903
u16,2023-01-19,2023-01-20 00:33:41,2023-01-20 06:29:08,5.924251683100463
u16,2023-01-20,2023-01-20 22:29:30,2023-01-21 04:47:31,6.300306973967152
u16,2023-01-21,2023-01-21 22:30:04,2023-01-22 05:28:02,6.966029214253199
u16,2023-01-22,2023-01-22 20:48:59,2023-01-23 05:44:15,8.921076187499194
u16,2023-01-23,2023-01-23 22:48:34,2023-01-24 06:46:45,7.969829033469868
u16,2023-01-24,2023-01-24 23:28:55,2023-01-25 08:11:58,8.717414602767185
u16,2023-01-25,2023-01-25 21:57:18,2023-01-26 04:25:16,6.466230555109232
u16,2023-01-26,2023-01-26 21:15:45,2023-01-27 02:02:38,4.781139038039091
u16,2023-01-27,2023-01-27 22:32:56,2023-01-28 04:11:21,5.640335000361482
u16,2023-01-28,2023-01-28 23:15:52,2023-01-29 07:38:46,8.381742517570903
u16,2023-01-29,2023-01-29 22:19:59,2023-01-30 03:31:14,5.187325332307705
u16,2023-01-30,2023-01-30 19:38:22,2023-01-31 02:58:45,7.3398822916880215
u17,2023-01-01,2023-01-02 01:43:48,2023-01-02 07:59:57,6.269214701560373
u17,2023-01-02,2023-01-02 23:06:02,2023-01-03 07:11:29,8.090624582607902
u17,2023-01-03,2023-01-03 23:35:09,2023-01-04 06:19:46,6.74359082692749
u17,2023-01-04,2023-01-05 00:42:14,2023-01-05 08:01:53,7.3275937832825715
u17,2023-01-05,2023-01-05 23:58:46,2023-01-06 08:32:35,8.56357429204161
u17,2023-01-06,2023-01-07 00:31:34,2023-01-07 06:15:48,5.737197276489251
u17,2023-01-07,2023-01-08 01:21:41,2023-01-08 11:30:32,10.147529186069375
u17,2023-01-08,2023-01-09 00:56:12,2023-01-09 08:33:33,7.6223712947776185
u17,2023-01-09,2023-01-09 23:08:09,2023-01-10 04:42:34,5.573537590024711
u17,2023-01-10,2023-01-10 22:15:31,2023-01-11 07:17:29,9.032803924055735
u17,2023-01-11,2023-01-11 23:19:08,2023-01-12 06:40:23,7.354264345014272
u17,2023-01-12,2023-01-13 01:15:57,2023-01-13 07:12:04,5.935146368068053
u17,2023-01-13,2023-01-13 23:51:12,2023-01-14 04:30:18,4.6515036358299655
u17,2023-01-14,2023-01-15 01:44:29,2023-01-15 08:14:45,6.50465020366738
u17,2023-01-15,2023-01-15 23:59:08,2023-01-16 07:48:43,7.826490897994818
u17,2023-01-16,2023-01-17 00:22:51,2023-01-17 10:07:36,9.745980235283433
u17,2023-01-17,2023-01-17 22:22:20,2023-01-18 07:03:56,8.693312978070045
u17,2023-01-18,2023-01-19 00:28:25,2023-01-19 06:51:05,6.3778388402676365
u17,2023-01-19,2023-01-19 21:02:02,2023-01-20 03:39:40,6.627453609141506
u17,2023-01-20,2023-01-21 00:07:06,2023-01-21 10:11:20,10.070439955431418
u17,2023-01-21,2023-01-21 21:18:33,2023-01-22 05:29:05,8.175616876206291
u17,2023-01-22,2023-01-22 23:41:51,2023-01-23 06:45:52,7.067185598119325
u17,2023-01-23,2023-01-23 20:16:39,2023-01-24 02:27:43,6.184389552285491
u17,2023-01-24,2023-01-24 21:18:58,2023-01-25 06:52:35,9.560255522243931
u17,2023-01-25,2023-01-26 01:33:09,2023-01-26 06:00:14,4.4515237265189675
u17,2023-01-26,2023-01-26 22:48:03,2023-01-27 09:41:05,10.883679298772876
u17,2023-01-27,2023-01-27 21:47:46,2023-01-28 06:28:06,8.672432803498518
u17,2023-01-28,2023-01-28 21:19:49,2023-01-29 03:11:18,5.858250212893635
u17,2023-01-29,2023-01-29 20:43:58,2023-01-30 05:46:55,9.049305440115171
u17,2023-01-30,2023-01-30 23:08:22,2023-01-31 07:47:12,8.64722807498208
u18,2023-01-01,2023-01-01 23:57:56,2023-01-02 09:49:13,9.854769510197885
u18,2023-01-02,2023-01-02 23:19:07,2023-01-03 04:34:48,5.26146179943153
u18,2023-01-03,2023-01-03 22:03:18,2023-01-04 07:33:51,9.509159625995299
u18,2023-01-04,2023-01-05 00:23:27,2023-01-05 06:55:40,6.536848877598817
u18,2023-01-05,2023-01-05 22:55:27,2023-01-06 03:14:13,4.312846989161629
u18,2023-01-06,2023-01-06 22:10:48,2023-01-07 05:46:33,7.595832610564647
u18,2023-01-07,2023-01-07 23:17:35,2023-01-08 04:05:00,4.790234631005618
u18,2023-01-08,2023-01-09 02:56:48,2023-01-09 07:26:40,4.497828693605794
u18,2023-01-09,2023-01-09 21:33:51,2023-01-10 02:44:28,5.177020041499205
u18,2023-01-10,2023-01-10 23:59:18,2023-01-11 06:22:41,6.389733627937593
u18,2023-01-11,2023-01-11 22:47:14,2023-01-12 06:21:39,7.573640034122709
u18,2023-01-12,2023-01-13 00:10:29,2023-01-13 08:19:13,8.145620959352309
u18,2023-01-13,2023-01-13 22:16:02,2023-01-14 05:20:58,7.08225153457794
u18,2023-01-14,2023-01-14 23:18:50,2023-01-15 08:15:19,8.941450282550486
u18,2023-01-15,2023-01-15 22:33:48,2023-01-16 06:55:22,8.359316272870034
u18,2023-01-16,2023-01-16 23:23:28,2023-01-17 07:13:52,7.839918721258725
u18,2023-01-17,2023-01-17 23:06:54,2023-01-18 06:44:59,7.634913789119206
u18,2023-01-18,2023-01-19 01:40:07,2023-01-19 08:28:02,6.798688581404275
u18,2023-01-19,2023-01-19 21:46:56,2023-01-20 05:06:11,7.320771238152588
u18,2023-01-20,2023-01-20 23:19:11,2023-01-21 03:58:24,4.65360985717475
u18,2023-01-21,2023-01-21 22:39:54,2023-01-22 04:38:59,5.984751511087731
u18,2023-01-22,2023-01-23 00:14:30,2023-01-23 04:27:10,4.211065593630418
u18,2023-01-23,2023-01-23 22:13:17,2023-01-24 01:16:37,3.0554953066653168
u18,2023-01-24,2023-01-24 22:56:55,2023-01-25 06:55:50,7.982100656498071
u18,2023-01-25,2023-01-26 00:51:52,2023-01-26 08:10:26,7.309511707572096
u18,2023-01-26,2023-01-26 22:30:33,2023-01-27 05:00:03,6.491886706893565
u18,2023-01-27,2023-01-28 01:31:37,2023-01-28 07:45:15,6.227393336209601
u18,2023-01-28,2023-01-28 23:19:58,2023-01-29 08:06:53,8.781897157058438
u18,2023-01-29,2023-01-30 00:34:16,2023-01-30 08:19:10,7.748350343792559
u18,2023-01-30,2023-01-31 00:42:01,2023-01-31 05:54:39,5.210687405182055
u19,2023-01-01,2023-01-02 01:22:59,2023-01-02 07:53:01,6.500494979559399
u19,2023-01-02,2023-01-02 22:24:24,2023-01-03 03:24:17,4.997941867512076
u19,2023-01-03,2023-01-03 23:47:57,2023-01-04 04:31:04,4.718608435549767
u19,2023-01-04,2023-01-04 22:39:13,2023-01-05 04:51:30,6.204838473442312
u19,2023-01-05,2023-01-06 00:45:46,2023-01-06 06:22:33,5.612893010328289
u19,2023-01-06,2023-01-06 20:59:18,2023-01-07 05:18:01,8.311941247105596
u19,2023-01-07,2023-01-07 22:50:42,2023-01-08 05:47:59,6.954620668337619
u19,2023-01-08,2023-01-08 20:50:56,2023-01-09 04:07:35,7.277392599012153
u19,2023-01-09,2023-01-09 22:54:10,2023-01-10 09:38:14,10.734409364415198
u19,2023-01-10,2023-01-11 01:02:29,2023-01-11 06:40:13,5.628852784438323
u19,2023-01-11,2023-01-11 21:32:29,2023-01-12 03:53:11,6.345063391222479
u19,2023-01-12,2023-01-12 22:35:37,2023-01-13 04:53:24,6.2964562437079765
u19,2023-01-13,2023-01-13 23:12:17,2023-01-14 05:57:07,6.747189090867553
u19,2023-01-14,2023-01-15 00:03:47,2023-01-15 05:42:37,5.647173943792782
u19,2023-01-15,2023-01-16 00:20:33,2023-01-16 08:26:28,8.098717231821873
u19,2023-01-16,2023-01-16 20:56:55,2023-01-17 06:08:45,9.197303964714996
u19,2023-01-17,2023-01-18 00:49:08,2023-01-18 05:24:05,4.582463572677576
u19,2023-01-18,2023-01-19 00:16:24,2023-01-19 05:34:46,5.305969112521773
u19,2023-01-19,2023-01-19 23:15:59,2023-01-20 07:10:36,7.910446061205515
u19,2023-01-20,2023-01-20 22:56:42,2023-01-21 06:16:23,7.3281949660864925
u19,2023-01-21,2023-01-22 00:18:49,2023-01-22 06:07:53,5.818013561504503
u19,2023-01-22,2023-01-22 23:19:03,2023-01-23 06:44:18,7.420844296881815
u19,2023-01-23,2023-01-23 20:09:57,2023-01-24 04:09:01,7.984459743493671
u19,2023-01-24,2023-01-25 01:26:47,2023-01-25 07:27:53,6.01843873391208
u19,2023-01-25,2023-01-26 02:08:59,2023-01-26 08:35:28,6.4413238321482105
u19,2023-01-26,2023-01-26 21:58:42,2023-01-27 02:56:13,4.958627071058725
u19,2023-01-27,2023-01-27 22:00:25,2023-01-28 06:10:09,8.162216537977336
u19,2023-01-28,2023-01-28 22:43:24,2023-01-29 02:23:47,3.6729727660194182
u19,2023-01-29,2023-01-29 20:03:28,2023-01-30 04:22:28,8.316496342804685
u19,2023-01-30,2023-01-31 00:35:55,2023-01-31 07:41:48,7.09802159142973
